TDS (mg/l),Turbidity (NTU),pH,Depth (m),Flow Discharge (L/min),Filter Life Span (hours),Filter Efficiency (%)
189.547,8.784,8.189,0.928,56.055,4379.938,90.874
168.673,3.769,7.925,2.546,61.414,4442.252,89.939
9.664,3.945,7.276,3.663,3.259,4452.593,90.677
62.184,4.599,7.508,4.88,95.612,4110.537,86.529
206.821,6.562,7.416,0.883,9.455,4502.866,91.903
246.432,2.608,8.367,2.157,31.44,4604.456,91.513
202.145,0.229,8.241,2.715,30.531,4678.993,91.553
265.469,1.412,6.589,2.36,73.578,4372.409,88.412
297.566,4.401,6.657,2.551,67.423,4206.903,87.715
4.962,2.82,8.454,2.161,7.111,4771.56,93.49
232.048,7.645,6.591,4.868,15.821,3942.436,86.56
481.75,1.067,8.384,4.115,32.56,4367.57,88.67
259.516,9.175,7.624,3.815,70.706,3951.038,86.556
338.771,8.953,6.125,2.348,92.994,3874.674,85.503
155.932,9.088,6.839,4.467,32.232,3940.438,86.808
386.996,7.396,7.19,0.92,53.032,4257.669,89.265
386.461,1.07,8.083,1.145,37.888,4671.228,91.654
260.648,4.381,6.821,4.793,58.158,4037.111,86.104
488.007,1.314,6.776,3.051,63.169,4236.455,87.127
62.775,9.877,8.301,1.218,52.311,4378.45,91.224
8.474,3.33,6.198,4.771,39.513,4192.86,87.533
385.079,5.853,7.379,4.887,88.099,3887.799,84.753
403.578,7.794,7.261,4.467,80.39,3827.123,84.806
60.104,9.206,6.143,1.574,99.842,4066.939,87.433
132.791,7.555,6.219,1.753,41.857,4218.735,89.035
8.776,6.745,6.955,2.331,4.836,4411.043,91.086
146.654,4.66,6.335,3.107,65.486,4185.556,87.599
386.571,6.054,7.195,4.965,78.559,3869.932,84.73
258.98,0.942,7.522,4.803,93.742,4207.907,86.424
174.048,8.839,7.728,4.645,2.026,4075.299,88.385
185.87,5.438,7.366,0.902,88.079,4405.462,89.805
0.677,0.401,6.949,3.907,52.157,4479.47,89.394
149.9,9.199,6.324,4.446,38.107,3876.744,86.146
323.229,4.893,6.619,2.0,22.972,4309.686,89.335
487.097,8.686,7.049,1.488,81.598,4015.007,86.94
423.53,8.569,8.31,3.868,37.01,4030.0,87.501
11.797,8.158,6.507,0.909,60.851,4324.296,90.082
449.28,0.614,7.033,4.734,51.655,4171.298,86.381
391.599,2.471,7.831,1.202,27.052,4589.405,91.365
390.188,8.755,7.763,2.559,78.99,4029.56,87.132
228.998,8.99,8.414,4.923,30.519,4024.106,87.633
199.003,4.581,6.477,4.947,78.944,3966.602,85.251
151.458,4.4,6.041,3.992,41.545,4126.095,87.166
32.847,1.751,6.806,4.276,3.978,4440.995,89.896
114.118,9.684,6.374,4.852,76.975,3756.981,84.705
123.302,2.131,7.371,4.673,90.028,4221.498,86.954
242.039,1.909,8.247,3.299,12.859,4552.54,90.97
373.722,6.607,7.721,3.806,58.938,4056.377,86.957
236.905,2.428,6.339,3.172,8.104,4360.668,89.254
28.922,9.388,6.29,2.779,83.159,4000.935,86.994
478.895,0.109,8.279,4.464,98.808,4238.973,86.434
471.362,0.058,7.219,3.821,50.004,4301.225,87.529
392.595,5.049,8.309,4.369,32.026,4181.212,88.006
495.664,4.881,7.841,0.932,84.729,4329.573,88.913
272.241,1.634,8.483,3.094,52.557,4516.002,90.125
481.384,4.945,8.178,1.983,45.454,4340.665,89.436
37.803,4.117,7.036,2.81,23.553,4450.688,90.506
182.84,8.903,7.896,3.258,61.986,4103.166,88.083
112.691,0.093,7.178,4.306,61.025,4404.193,88.459
97.917,9.763,6.583,0.643,27.021,4302.789,90.686
70.401,6.244,6.603,1.238,21.93,4445.208,91.106
311.207,1.518,6.993,4.647,44.418,4214.319,87.155
390.661,0.468,6.279,4.853,45.631,4132.623,86.01
289.149,5.381,6.444,0.749,13.713,4428.449,90.762
73.481,2.349,7.252,1.993,28.33,4615.002,91.571
405.562,3.012,8.385,0.544,16.875,4696.989,92.705
317.977,2.451,7.444,3.909,90.243,4191.529,86.748
194.083,6.502,7.021,3.569,8.359,4206.405,88.931
337.065,5.535,6.607,3.042,87.997,4035.221,86.133
129.952,0.78,6.49,3.612,53.261,4377.243,88.474
172.596,5.265,7.646,2.92,66.867,4289.301,88.804
458.743,7.912,8.121,1.575,92.402,4144.833,87.898
145.252,0.812,6.997,3.895,37.173,4422.694,89.099
234.994,8.897,7.377,4.025,70.559,3931.705,86.281
445.071,5.783,7.767,4.344,67.498,3995.606,86.016
353.861,9.506,6.146,4.793,98.846,3585.304,82.716
31.102,1.481,6.877,3.864,5.559,4500.592,90.395
73.652,9.936,7.824,0.745,46.088,4382.106,91.341
3.921,6.443,7.712,0.594,98.966,4489.749,90.841
315.461,5.675,6.133,3.829,33.46,4021.998,86.588
223.837,5.153,6.595,0.752,96.601,4321.472,88.795
67.137,0.237,7.7,1.922,81.855,4668.708,90.939
478.967,9.396,6.679,1.113,34.593,4078.093,88.254
264.83,6.44,8.036,4.86,3.881,4155.422,88.447
120.947,0.916,6.074,1.924,28.754,4551.204,90.499
250.302,0.21,6.476,0.748,13.248,4710.647,92.037
339.81,0.508,6.703,4.773,43.417,4210.873,86.827
38.12,6.094,8.313,3.239,94.013,4295.604,88.844
137.352,6.14,7.991,0.662,51.749,4553.649,91.861
403.483,4.997,8.21,4.25,45.303,4153.842,87.584
229.832,3.068,7.101,1.186,22.36,4578.463,91.481
273.289,5.317,8.056,4.111,62.522,4166.984,87.64
216.408,5.163,8.134,3.212,46.082,4333.616,89.424
21.95,0.194,7.0,1.297,77.499,4694.607,91.229
82.875,2.825,8.486,3.887,52.096,4473.082,90.057
222.771,0.532,8.128,2.545,88.771,4542.762,89.699
104.593,9.002,8.435,3.371,78.518,4146.968,88.385
24.99,7.252,8.166,4.413,15.361,4269.514,89.717
421.825,9.961,7.941,1.671,14.464,4189.018,89.734
490.596,3.022,8.36,2.147,3.411,4518.069,91.053
396.571,8.785,7.05,4.988,37.532,3793.59,85.196
426.892,6.031,7.958,2.787,6.407,4289.394,89.639
120.989,4.531,6.532,3.013,45.545,4273.749,88.641
480.313,2.226,7.832,1.784,24.894,4503.52,90.454
98.463,7.384,7.963,2.372,50.326,4340.047,90.112
475.715,9.041,7.791,2.757,16.672,4080.161,88.347
497.41,2.353,8.125,1.663,55.37,4469.054,89.843
355.861,1.754,7.033,1.572,96.677,4387.189,88.431
490.572,6.962,7.362,3.202,64.086,3994.413,86.392
284.77,9.77,6.027,1.326,56.875,4025.403,87.616
129.771,7.5,6.365,2.991,79.017,4039.561,86.855
218.498,2.846,7.61,3.678,1.551,4438.611,90.224
296.78,4.2,7.406,1.392,28.964,4485.068,90.821
36.541,3.843,6.493,3.856,98.711,4155.837,86.724
311.172,8.521,6.609,2.119,78.479,4010.416,86.876
490.589,7.714,6.86,4.966,9.936,3838.541,85.6
95.054,5.89,7.791,4.906,33.32,4179.865,88.232
396.298,2.75,7.524,4.094,44.547,4218.34,87.563
453.949,9.38,6.174,2.042,93.524,3830.152,85.18
471.851,6.533,7.9,4.717,59.033,3937.592,85.746
480.068,9.705,6.657,4.995,8.645,3723.651,85.061
260.73,5.801,7.679,2.58,51.398,4286.695,89.093
488.654,8.212,6.308,3.266,29.649,3890.053,86.068
378.655,8.131,8.495,0.527,34.531,4431.843,91.412
80.836,3.373,6.201,0.696,12.313,4616.786,92.057
238.45,9.64,7.854,2.753,46.417,4116.095,88.589
359.166,0.219,7.353,3.242,67.279,4386.03,88.253
123.67,7.687,6.215,1.906,76.196,4132.326,87.867
320.308,9.656,6.067,0.946,69.843,4029.475,87.493
333.3,3.389,6.907,4.02,66.391,4119.758,86.55
81.35,6.481,8.006,2.384,87.052,4323.279,89.307
282.543,5.622,6.103,3.42,33.905,4078.114,87.129
385.813,7.615,7.761,3.426,22.245,4115.359,88.216
249.448,8.662,7.638,2.961,9.854,4190.245,89.402
6.052,6.03,6.664,1.303,17.405,4496.706,91.602
4.519,8.159,6.194,3.272,15.79,4150.345,88.793
178.515,3.123,8.288,1.949,91.337,4505.818,90.082
463.097,2.286,6.751,4.186,18.871,4172.897,87.226
114.338,4.307,6.278,1.369,10.3,4497.803,91.167
317.182,6.777,7.704,1.81,40.625,4310.653,89.733
111.038,1.872,6.542,2.481,17.791,4521.307,90.597
160.835,6.804,7.189,3.83,13.926,4187.456,88.776
424.021,3.941,6.126,3.743,36.878,4055.449,86.368
364.431,7.956,8.482,2.017,92.019,4182.506,88.292
47.7,0.368,7.119,2.798,4.013,4681.773,91.888
214.351,6.68,8.498,1.554,21.564,4510.077,91.889
14.585,6.498,6.964,3.967,82.598,4102.354,87.147
240.445,9.409,6.87,1.385,25.278,4207.197,89.642
331.217,7.134,8.286,4.187,44.668,4098.309,87.677
59.251,7.963,6.824,4.716,10.756,4061.49,87.896
144.442,9.046,7.08,4.962,79.722,3827.813,85.195
198.918,6.751,6.195,4.356,73.91,3899.09,85.277
459.766,2.902,8.389,1.498,13.678,4586.785,91.602
496.628,8.698,6.213,2.374,94.848,3810.959,84.77
22.456,7.476,7.928,0.9,59.472,4498.859,91.637
380.504,4.244,7.347,1.24,80.018,4348.1,88.954
185.862,7.105,6.154,0.724,76.616,4241.56,88.781
196.229,8.677,6.004,3.385,52.388,3925.201,86.331
377.132,9.757,8.339,2.899,75.002,4017.559,87.353
459.213,9.524,7.855,4.627,24.542,3868.021,86.292
475.464,3.253,7.716,2.584,3.105,4406.649,90.011
288.561,4.217,7.096,3.39,34.866,4245.743,88.374
178.561,1.095,6.597,2.307,16.098,4552.69,90.695
393.775,2.475,7.7,4.233,98.127,4129.797,86.059
125.501,8.824,7.521,4.669,92.439,3896.367,85.687
282.037,3.608,7.816,2.443,15.27,4485.324,90.783
179.289,6.206,6.914,0.872,35.055,4434.202,90.853
328.316,6.66,8.467,1.236,51.422,4423.155,90.715
120.199,7.818,6.168,3.742,40.474,4010.545,87.046
95.796,1.828,6.199,1.964,70.302,4443.653,89.282
459.12,3.048,8.292,4.034,50.848,4242.133,87.827
50.902,4.483,7.619,3.874,56.961,4310.994,88.885
252.979,3.648,6.816,3.624,68.086,4174.065,87.154
110.426,9.829,7.905,4.164,3.343,4120.739,89.123
19.465,8.349,7.132,3.905,2.23,4191.08,89.393
18.009,4.797,6.053,3.347,18.634,4284.499,89.098
87.611,8.793,7.628,0.519,72.112,4383.21,90.749
433.385,3.477,6.608,2.821,24.802,4238.601,88.181
141.239,7.858,6.288,3.179,92.098,3963.241,86.069
475.23,2.237,6.563,4.823,8.771,4107.033,86.654
290.811,7.723,7.19,3.427,58.411,4027.934,87.012
218.307,4.565,6.125,3.09,3.529,4259.062,88.925
290.044,1.075,8.208,2.935,97.234,4434.011,88.69
258.349,2.733,7.4,0.965,22.153,4633.385,91.932
379.388,4.023,6.732,2.424,59.176,4221.637,87.831
141.248,7.493,7.718,1.105,95.352,4325.316,89.548
176.525,0.73,8.011,0.737,4.006,4894.579,94.125
447.047,6.595,7.535,1.983,51.761,4198.401,88.445
473.228,7.16,6.506,3.404,53.145,3909.265,85.709
446.279,6.539,6.276,4.401,35.797,3865.819,85.262
209.724,7.607,8.15,4.147,65.801,4083.512,87.459
390.183,1.782,6.587,1.826,54.71,4382.465,88.812
238.168,5.871,6.05,0.707,25.665,4370.357,90.208
248.77,9.411,7.607,2.312,70.826,4092.912,88.044
102.34,6.108,6.382,1.917,47.151,4295.707,89.318
295.565,6.113,8.477,2.171,47.561,4382.101,90.179
93.068,7.364,8.174,3.016,95.24,4210.604,88.363
165.782,3.332,7.521,0.637,53.968,4630.996,91.77
427.515,7.005,8.085,2.169,78.681,4170.246,88.017
103.538,9.162,7.176,3.014,86.871,4032.62,87.206
35.579,0.109,7.971,2.439,58.492,4712.963,91.577
34.504,8.701,7.616,3.503,78.851,4101.37,87.836
470.392,2.186,6.072,1.338,31.645,4365.607,88.995
253.46,4.559,8.372,1.192,19.011,4625.254,92.43
204.706,8.523,8.152,1.885,69.858,4258.443,89.443
405.439,8.239,8.384,0.958,92.693,4242.512,88.97
417.913,8.919,7.828,1.563,5.207,4261.189,90.236
166.096,9.404,7.03,0.891,76.543,4207.567,89.131
346.809,4.472,6.517,2.309,3.811,4316.25,89.466
385.561,6.564,6.45,3.702,46.402,3961.078,86.116
327.325,3.905,6.362,1.789,68.042,4262.301,88.114
75.798,3.507,6.552,0.517,41.125,4607.966,91.721
437.942,4.316,7.377,3.007,30.794,4240.622,88.393
269.547,7.431,7.709,3.614,19.497,4164.257,88.677
141.236,5.014,6.785,2.261,97.809,4235.465,87.881
212.614,8.141,7.372,1.836,57.461,4225.277,89.12
18.786,7.452,6.853,2.708,13.657,4305.211,90.151
63.933,0.205,7.741,0.956,5.767,4924.83,94.252
382.773,6.302,8.471,3.398,25.096,4250.658,89.146
0.006,4.366,7.723,3.8,54.324,4365.334,89.42
208.283,4.566,6.148,3.671,75.447,4064.324,86.259
261.255,8.184,7.193,1.979,98.115,4085.365,87.328
27.317,5.476,7.926,4.292,83.561,4208.793,87.895
486.539,8.856,7.356,4.761,61.585,3750.228,84.543
113.063,7.128,8.378,1.837,66.981,4407.186,90.54
152.099,5.528,6.137,1.682,52.685,4287.63,89.008
151.971,7.545,6.728,3.668,44.023,4064.641,87.47
115.208,0.383,6.552,3.687,78.688,4352.298,87.851
0.737,0.271,7.919,2.797,18.558,4761.191,92.508
364.672,0.833,7.309,4.655,34.059,4273.325,87.643
483.423,4.376,6.346,1.158,97.89,4162.471,86.959
112.147,2.355,6.714,2.648,57.601,4417.582,89.306
331.524,9.843,7.307,0.658,50.352,4206.224,89.512
370.948,5.423,8.49,0.737,85.228,4448.262,90.257
424.213,6.624,6.911,0.742,76.44,4220.721,88.43
211.315,2.788,6.392,2.713,33.278,4356.278,89.066
151.465,3.218,7.243,3.15,62.97,4346.661,88.802
162.648,3.355,6.775,0.516,19.354,4638.215,92.195
356.311,6.987,7.415,3.346,6.245,4166.833,88.702
408.39,4.737,7.167,2.704,98.995,4107.274,86.504
90.807,5.177,7.724,1.507,73.984,4469.448,90.508
185.471,5.92,8.286,0.568,93.146,4496.749,90.812
450.97,7.688,6.501,1.202,83.357,4053.278,87.006
403.347,0.904,8.053,3.201,43.379,4451.529,89.353
492.429,7.769,8.373,3.465,86.283,3983.621,86.304
377.124,5.632,6.934,3.412,78.883,4024.279,86.144
196.598,6.691,6.284,1.189,26.567,4323.512,89.977
295.319,3.276,8.055,4.6,62.678,4208.64,87.442
330.507,4.094,7.753,2.349,31.197,4408.005,89.996
39.228,2.312,6.532,3.956,24.17,4374.039,89.192
272.248,9.793,7.113,1.249,9.092,4242.432,90.271
354.66,4.97,7.445,2.618,54.773,4247.365,88.417
83.661,9.961,6.425,2.847,39.85,4038.21,87.972
390.316,4.898,7.787,3.967,9.716,4222.584,88.598
291.886,2.198,7.725,3.297,72.117,4342.734,88.365
476.111,5.075,8.218,2.297,72.583,4255.148,88.348
21.211,0.396,7.418,1.771,24.296,4785.691,92.733
132.663,9.048,7.436,4.878,95.635,3845.762,85.216
300.777,8.186,7.548,1.78,78.008,4161.128,88.287
148.28,7.258,6.684,1.083,80.725,4261.682,88.987
357.212,6.098,7.897,1.852,1.366,4418.212,90.998
379.503,5.798,7.656,1.971,97.865,4193.104,87.692
51.258,9.967,8.098,1.075,99.039,4280.178,89.802
256.927,2.78,7.921,3.687,51.215,4353.589,88.858
254.445,7.797,7.596,3.286,98.517,4016.921,86.523
184.64,5.814,6.402,1.925,61.602,4241.52,88.543
466.462,9.759,8.298,4.969,14.265,3883.236,86.617
413.753,8.278,6.918,3.448,81.609,3863.052,85.298
348.605,9.985,8.411,3.664,56.25,3988.575,87.319
357.163,5.883,7.005,3.007,34.887,4157.218,87.988
230.858,2.045,6.365,2.982,24.382,4371.811,89.088
460.497,5.037,8.212,0.59,52.371,4475.366,90.741
347.298,7.111,7.988,3.969,69.483,4033.686,86.775
364.491,7.744,7.966,4.598,87.824,3891.668,85.362
430.845,0.005,6.224,1.05,60.265,4481.126,89.21
137.036,5.05,8.198,4.08,42.114,4306.527,89.159
403.535,2.352,7.491,2.904,63.581,4312.114,88.191
97.62,8.749,7.176,1.784,50.199,4252.536,89.648
172.671,1.529,8.283,4.644,65.547,4370.012,88.503
167.805,6.665,7.665,0.578,61.288,4468.986,91.076
489.263,2.661,6.333,1.733,97.89,4186.49,86.684
428.269,3.565,7.299,4.488,62.602,4063.462,86.078
350.585,9.406,7.592,2.665,69.413,4008.3,87.211
363.528,2.404,8.246,3.195,89.346,4324.442,88.072
281.036,0.95,6.7,3.874,91.389,4211.78,86.489
473.545,0.693,7.986,1.166,14.947,4680.661,91.865
248.129,5.046,8.0,1.468,45.927,4484.899,90.904
190.259,6.417,6.32,4.994,94.334,3827.976,84.262
81.518,3.273,6.043,1.569,96.017,4351.015,88.532
393.103,6.903,7.454,2.926,19.813,4171.404,88.587
367.222,0.61,7.974,1.844,44.927,4608.97,90.824
192.178,8.573,7.386,4.331,28.586,4023.54,87.522
12.597,8.166,8.033,4.828,79.283,4047.399,87.131
419.499,9.855,7.556,1.136,85.365,4068.768,87.791
5.709,9.365,7.633,3.203,47.455,4177.047,89.105
351.85,3.562,6.07,4.152,67.89,4002.025,85.41
485.129,3.993,6.221,4.204,87.127,3885.332,84.18
218.831,7.46,7.813,2.482,71.242,4208.173,88.607
117.487,1.341,7.907,1.514,16.486,4780.534,93.043
352.436,3.14,7.355,2.242,71.487,4335.132,88.578
408.564,1.185,7.475,3.88,16.736,4362.499,88.813
273.215,4.549,7.536,4.972,65.721,4060.899,86.316
483.518,5.52,6.262,2.994,34.02,4041.017,86.726
25.834,2.112,7.67,1.378,6.588,4797.498,93.543
252.398,0.266,7.196,0.689,23.422,4764.389,92.49
359.227,7.194,7.506,4.747,47.37,3941.939,86.104
431.32,0.2,7.408,2.674,99.408,4348.943,87.555
89.628,9.734,7.908,3.725,26.315,4134.137,88.998
400.002,2.216,6.796,3.471,97.899,4125.957,85.945
276.354,6.639,6.934,4.509,37.058,3998.247,86.604
198.277,4.348,6.979,1.697,96.041,4319.564,88.539
65.858,0.597,7.906,2.488,95.654,4587.766,90.1
432.648,4.722,7.078,4.611,15.147,4063.939,86.904
78.637,5.168,6.443,3.135,83.043,4166.974,87.39
154.894,8.547,8.458,0.821,52.214,4454.431,91.586
145.023,7.323,7.233,1.375,68.934,4309.274,89.6
435.707,0.793,6.273,1.567,77.831,4357.398,88.034
336.351,2.092,7.676,4.972,13.329,4270.95,88.204
398.341,3.119,7.848,1.509,80.098,4418.617,89.321
125.234,1.164,7.251,4.414,30.977,4400.924,89.049
312.437,4.569,7.616,0.851,73.505,4444.794,90.084
285.873,9.843,6.432,1.318,57.792,4060.719,87.982
416.415,5.146,6.92,4.424,68.782,3946.478,85.321
453.044,7.419,6.405,4.545,62.665,3763.143,84.23
6.078,6.829,6.968,1.293,81.232,4360.549,89.842
337.01,8.499,7.407,1.534,89.561,4114.683,87.801
25.918,2.157,7.106,2.888,45.461,4510.137,90.294
274.429,7.538,7.483,0.737,39.825,4380.819,90.671
143.816,8.814,7.254,4.754,24.977,3987.522,87.27
153.388,1.715,6.795,2.129,81.57,4440.93,89.108
176.479,3.468,6.359,2.702,96.734,4210.565,87.179
310.646,9.701,6.632,0.973,20.337,4184.849,89.555
167.025,7.808,6.502,0.646,46.326,4318.974,90.069
366.35,2.826,7.769,2.605,77.263,4337.341,88.449
202.264,5.639,8.05,1.048,63.968,4489.202,90.944
34.177,4.043,7.801,3.336,81.688,4363.826,89.034
391.88,4.9,7.609,4.075,2.598,4207.298,88.517
142.879,3.552,6.77,0.643,91.223,4481.241,89.966
216.383,2.793,7.777,3.255,7.074,4490.241,90.67
342.722,6.748,7.513,4.17,45.102,4035.292,86.926
166.228,7.785,6.117,2.477,28.301,4134.994,88.403
28.293,8.74,8.269,4.819,92.891,4008.129,86.774
186.961,1.553,6.2,1.0,28.239,4592.327,91.107
472.224,8.229,7.257,1.953,37.96,4106.873,88.158
320.867,2.548,7.283,1.535,88.946,4409.008,88.965
335.74,4.273,8.093,4.983,54.203,4121.021,86.95
316.141,9.014,8.283,1.824,89.922,4157.251,88.378
99.496,4.545,8.349,2.246,66.436,4500.48,90.704
209.167,1.971,7.424,4.314,8.84,4390.195,89.405
375.47,1.599,7.698,4.685,44.044,4245.52,87.494
50.686,4.73,6.221,4.72,18.462,4151.384,87.748
138.926,7.627,7.22,3.012,7.448,4255.108,89.765
138.16,9.972,8.245,3.485,38.008,4132.28,88.934
216.009,7.874,7.139,2.071,90.934,4123.219,87.685
490.184,8.77,6.174,3.232,12.649,3885.28,86.357
33.751,7.478,6.502,1.862,1.67,4369.791,90.925
259.35,8.954,7.074,3.857,93.574,3857.124,85.322
89.682,0.763,6.594,1.882,53.48,4581.189,90.506
485.338,9.299,6.981,4.457,56.299,3732.104,84.548
56.652,3.964,6.832,1.146,92.917,4456.31,89.823
201.801,9.216,6.797,3.073,70.318,3970.077,86.762
368.942,0.757,6.228,2.843,82.854,4250.441,86.903
352.277,7.152,8.207,1.687,77.279,4263.688,89.01
211.364,7.357,7.732,0.626,61.574,4413.901,90.73
173.262,9.969,7.558,1.168,69.151,4215.616,89.455
198.806,7.689,7.516,4.856,56.51,3969.189,86.433
132.138,3.826,6.991,4.736,36.184,4195.814,87.744
102.666,5.572,8.058,1.037,29.25,4613.686,92.516
241.52,3.666,8.325,2.187,18.419,4572.951,91.645
134.267,1.96,6.014,2.593,36.046,4404.862,89.276
143.731,2.485,6.198,2.651,58.113,4342.325,88.588
328.378,2.22,7.687,1.845,59.166,4490.748,89.982
484.269,5.488,6.59,4.608,68.659,3844.329,84.403
301.819,9.062,8.279,4.588,88.063,3888.99,85.728
38.49,9.127,7.669,0.585,65.533,4401.661,91.099
37.792,0.548,6.921,3.425,17.918,4567.459,90.66
475.712,0.799,7.038,0.835,3.544,4635.464,91.559
148.645,2.451,7.727,3.189,20.49,4515.984,90.69
46.033,2.551,6.352,4.401,90.902,4162.788,86.484
299.522,0.949,8.209,3.423,57.198,4466.963,89.382
311.824,3.885,6.012,2.61,85.012,4120.007,86.515
324.252,5.877,8.447,4.811,24.197,4159.302,88.114
133.701,5.782,6.419,3.86,71.278,4057.454,86.596
7.555,5.434,7.855,1.622,73.436,4500.975,90.906
482.508,3.387,6.1,2.241,81.144,4112.982,86.334
125.447,7.065,7.079,3.919,54.016,4091.93,87.499
338.013,8.265,7.576,0.587,79.558,4257.523,89.259
353.315,3.463,6.176,0.788,93.609,4301.761,88.12
305.004,0.855,7.108,4.367,95.782,4187.25,86.171
156.454,2.963,6.758,0.693,13.418,4653.23,92.287
135.548,1.374,7.246,3.553,62.806,4407.158,88.856
298.834,4.674,7.261,1.935,12.235,4425.07,90.53
433.048,1.559,7.963,4.217,92.336,4195.493,86.499
473.367,4.628,6.309,4.313,95.584,3840.297,83.836
52.953,2.21,6.207,4.79,50.46,4203.78,87.196
77.414,7.387,7.005,0.93,96.029,4307.344,89.329
472.368,0.276,8.219,2.403,76.858,4477.915,89.093
368.268,5.547,8.138,3.083,69.898,4204.233,88.008
441.497,1.695,7.4,4.622,58.495,4155.29,86.476
101.316,0.01,8.222,1.699,41.271,4818.566,92.776
293.793,8.692,8.013,0.822,96.414,4244.779,89.091
350.57,6.715,6.695,1.408,20.508,4276.626,89.576
340.056,0.989,6.425,2.73,80.451,4289.114,87.383
204.076,6.641,6.753,3.565,37.378,4109.986,87.718
7.697,6.116,6.568,3.608,75.571,4135.161,87.431
291.463,4.734,7.557,0.836,17.205,4555.261,91.801
126.551,4.193,7.462,3.926,37.957,4304.771,88.926
225.127,8.871,7.496,3.471,94.668,3957.066,86.285
478.791,2.451,6.473,2.334,56.172,4239.618,87.57
199.518,3.983,7.98,3.07,49.634,4392.796,89.627
419.901,3.291,7.084,3.955,75.459,4087.498,86.108
94.27,7.712,7.181,1.679,42.288,4332.859,90.219
336.23,9.165,8.492,4.73,49.809,3950.259,86.754
488.503,8.498,6.706,1.12,56.5,4076.43,87.749
50.947,7.977,6.985,4.56,99.009,3920.192,85.605
4.16,9.868,7.691,3.834,80.732,4028.791,87.441
216.791,6.971,8.201,3.472,4.94,4306.021,90.102
46.313,7.511,6.317,0.873,78.578,4288.547,89.353
374.192,9.828,7.838,4.636,50.795,3840.123,85.842
457.274,0.07,8.296,1.829,23.836,4666.867,91.451
217.01,6.34,7.057,3.855,85.497,4023.683,86.284
129.356,7.39,6.717,4.482,27.783,4033.792,87.277
217.202,9.178,7.694,1.599,32.721,4276.551,90.192
361.724,8.838,6.615,4.616,7.236,3862.691,86.206
4.527,8.42,6.961,3.254,97.783,4051.889,87.067
294.727,9.458,8.242,3.466,79.743,3997.919,87.019
306.646,5.374,7.476,4.615,15.662,4132.716,87.783
318.844,0.069,6.237,2.87,49.465,4374.901,88.275
121.011,0.111,6.824,2.483,34.338,4599.424,90.684
357.026,5.446,7.568,3.35,4.207,4262.615,89.218
45.696,4.353,7.204,2.993,92.795,4294.99,88.328
99.635,4.512,7.651,0.777,84.102,4543.777,90.95
438.735,4.004,7.904,1.312,98.706,4342.157,88.636
369.362,9.177,7.202,0.561,25.009,4270.487,90.208
6.873,3.592,8.467,0.987,70.242,4724.558,92.621
124.188,8.562,8.287,3.784,12.699,4234.631,89.788
107.203,9.029,6.15,0.521,43.708,4270.407,89.976
135.403,4.995,6.666,1.87,84.827,4292.518,88.575
123.78,4.469,6.751,2.522,1.798,4433.987,90.663
31.263,7.61,6.461,4.72,48.589,3980.736,86.605
229.47,7.08,6.78,1.972,44.035,4224.06,88.924
366.367,3.285,7.062,4.024,69.409,4117.528,86.467
303.366,1.025,6.129,2.339,24.555,4426.877,89.331
336.436,2.649,6.318,0.943,18.155,4500.55,90.619
40.575,1.31,6.241,0.945,65.419,4612.942,90.868
475.745,2.947,6.116,2.446,64.484,4152.776,86.767
419.246,2.618,7.204,0.76,75.427,4452.94,89.561
402.545,6.377,6.835,3.072,25.444,4105.205,87.711
411.492,9.545,8.339,2.721,2.616,4173.493,89.572
466.355,6.857,6.257,3.661,87.918,3807.664,84.255
272.127,9.266,8.315,1.335,21.428,4355.736,91.123
100.141,7.841,6.216,3.168,42.379,4077.924,87.708
308.392,7.279,7.548,1.285,47.382,4313.371,89.844
371.441,4.141,6.619,3.75,19.546,4155.084,87.598
368.959,3.248,8.067,1.882,52.562,4466.479,90.114
260.725,8.463,6.154,3.265,91.515,3852.351,85.147
34.229,9.054,8.381,4.472,27.864,4165.383,89.091
185.556,4.519,6.118,2.697,52.514,4218.362,88.014
460.383,0.091,6.603,1.365,31.561,4525.902,89.971
